id,rain_sum (mm)
471,5.6147585
472,2.1725616
473,1.5811605
474,1.7168325
475,4.7361126
476,6.537956
477,8.4590645
478,6.769516
479,8.753741
480,5.537127
481,4.5476174
482,4.7551303
483,3.768551
484,5.047234
485,3.2744055
486,5.098889
487,5.05302
488,2.2536674
489,3.2022722
490,1.2796582
491,1.0527327
492,1.1690128
493,1.4433521
494,1.7825407
495,1.7606636
496,3.7186434
497,2.200666
498,9.191049
499,1.6765548
500,1.1982309
501,2.2697031
502,3.0972376
503,1.8438817
504,3.284672
505,0.66448045
506,0.79243535
507,1.0479052
508,0.22886014
509,0.0
510,1.2508265
511,1.4600275
512,2.3132615
513,0.13428235
514,0.0
515,1.2141058
516,0.79281145
517,0.402753
518,0.61368024
519,0.14682531
520,0.2210719
521,0.44419858
522,1.7857338
523,2.8845084
524,0.39396593
525,0.122968405
526,0.30936703
527,0.36857775
528,0.0
529,0.0
530,0.7817773
531,0.9196591
532,0.31868777
533,0.792259
534,0.0
535,0.0
536,0.044581056
537,0.030233324
538,0.6015704
539,0.62223583
540,0.24851021
541,0.27437624
542,0.122317195
543,0.51699436
544,1.2520304
545,9.048532
546,6.519062
547,10.514434
548,5.214151
549,3.0517213
550,1.0475545
551,0.69994986
552,0.6765947
553,0.51122695
554,2.167595
555,3.105368
556,6.6274157
557,3.8541217
558,2.198195
559,0.88045704
560,0.4063685
561,1.556368
562,0.5151272
563,0.7024287
564,0.44583046
565,1.0556773
566,0.5302863
567,1.3530934
568,0.58598995
569,0.22952044
570,0.0
571,0.40269172
572,0.34052145
573,0.21885508
574,0.1239081
575,0.0
576,0.16157338
577,0.05246815
578,0.0
579,0.74012065
580,0.9012009
581,0.9941851
582,2.1530564
583,0.7904042
584,0.9011159
585,1.0059447
586,0.034989834
587,0.19508736
588,0.7687479
589,1.8132303
590,3.181025
591,2.0387187
592,3.0130222
593,4.7770586
594,8.282253
595,14.065136
596,5.534999
597,3.305018
598,8.723875
599,8.072435
600,5.1775603
601,2.451907
602,2.5294726
603,4.7871423
604,7.1371408
605,14.519124
606,7.134367
607,8.102196
608,14.680289
609,12.466985
610,15.830652
611,10.204616
612,8.914459
613,4.483845
614,21.228962
615,7.8148746
616,3.8368704
617,8.114902
618,9.520901
619,5.4848404
620,9.784847
621,9.609131
622,37.312332
623,7.0965147
624,18.546345
625,20.613457
626,5.360773
627,6.342774
628,8.219028
629,12.489633
630,3.149125
631,2.229604
632,1.6289129
633,5.3515034
634,5.5545
635,5.244874
636,8.809742
637,7.277989
638,18.542496
639,12.772113
640,5.201541
641,4.7728453
642,5.8895745
643,13.313217
644,6.7137485
645,4.7860537
646,2.253865
647,4.5149884
648,2.4154868
649,2.7791548
650,4.0668406
651,5.820556
652,8.47012
653,3.9010847
654,6.262559
655,14.14736
656,12.612124
657,10.636811
658,10.767872
659,4.6019554
660,3.1492205
661,1.9203186
662,4.6911707
663,6.0292215
664,16.422405
665,8.8026705
666,4.5579405
667,0.6760429
668,6.268012
669,4.6609325
670,10.972658
671,23.29596
672,12.733416
673,12.775999
674,4.6263585
675,3.5910447
676,2.3843942
677,1.8668427
678,3.7675307
679,4.670913
680,6.1441183
681,2.9053025
682,4.0468245
683,6.922107
684,1.2356036
685,2.6560879
686,3.139765
687,1.6129901
688,3.0196486
689,10.466193
690,9.49284
691,7.696342
692,7.513334
693,10.172626
694,10.742418
695,9.5444
696,11.364222
697,10.341018
698,22.976757
699,6.8487535
700,9.982341
701,6.3481054
702,4.1845484
703,6.155088
704,4.112503
705,12.842364
706,6.7742877
707,2.8387125
708,4.4628234
709,10.052692
710,14.980546
711,5.2203755
712,2.7776787
713,3.8494384
714,8.264603
715,6.8422484
716,4.946643
717,4.6181254
718,9.896812
719,7.680998
720,14.7854395
721,12.051266
722,11.349335
723,4.550527
724,9.238063
725,7.8817153
726,12.0594425
727,6.336972
728,5.350396
729,6.8665657
730,11.155156
731,10.5054
732,18.782322
733,8.216491
734,2.1322284
735,2.355947
736,7.267891
737,5.174589
738,6.059246
739,4.166589
740,5.6518173
741,7.0052843
742,4.5879436
743,6.6149244
744,7.868323
745,6.7658067
746,1.7394636
747,1.3182011
748,3.1819139
749,2.4100804
750,2.5449815
751,2.0582829
752,3.2229164
753,0.5158744
754,0.6802156
755,1.3308649
756,0.8066074
757,3.0090451
758,5.0885177
759,4.912861
760,9.479925
761,19.977028
762,17.77414
763,5.495474
764,5.0578346
765,4.8808336
766,6.285926
767,1.5652965
768,1.1855412
769,0.28081116
770,4.395501
771,0.88240623
772,1.3609419
773,2.8355207
774,2.451992
775,3.4955723
776,2.2574477
777,2.367854
778,1.6384915
779,4.8504143
780,17.633316
781,10.289085
782,7.128365
783,6.501817
784,6.472429
785,2.2526953
786,0.48468167
787,0.2077258
788,7.0502744
789,11.474594
790,11.522807
791,12.9546175
792,4.141543
793,0.0
794,0.110242814
795,2.7213905
796,11.693583
797,11.502373
798,4.9048657
799,3.3021276
800,0.5803422
801,0.637597
802,9.292739
803,1.5786366
804,1.3950388
805,3.8888798
806,7.1784225
807,6.9306164
808,3.0071375
809,2.9447105
810,4.4009657
811,5.8648324
812,4.160162
813,7.4601355
814,7.2384405
815,8.630026
816,5.0635242
817,11.265582
818,2.3270116
819,1.2231646
820,3.2017996
821,1.3938898
822,0.14327115
823,0.074284405
824,1.4306946
825,1.7240314
826,3.6605554
827,4.3631887
828,1.0450168
829,0.3584922
830,0.35060316
831,1.3183756
832,1.7457283
833,4.4555273
834,4.283987
835,2.2863505
836,2.1390047
837,3.5935676
838,0.14316177
839,0.0
840,0.0
841,1.3550841
842,7.764632
843,0.89417696
844,3.2129345
845,0.33690545
846,1.6136144
847,0.49065724
848,1.718015
849,1.0502621
850,1.2285945
851,0.5228571
852,0.3573116
853,0.48710197
854,0.060163707
855,0.0
856,0.18686865
857,0.45660877
858,0.25930774
859,0.13595256
860,1.5522728
861,0.8847436
862,0.6328693
863,0.9415622
864,2.7876437
865,2.0081959
866,0.0
867,0.0
868,0.058380008
869,1.1044831
870,0.0
871,0.09743217
872,3.3033617
873,2.6277385
874,4.472606
875,5.501352
876,6.4360943
877,5.779072
878,1.2217791
879,0.99894714
880,1.004745
881,0.37095255
882,0.0
883,2.3472981
884,0.25662792
885,0.16985649
886,0.68748295
887,1.4288437
888,2.3778
889,2.1820054
890,1.2100103
891,0.79673827
892,0.7111962
893,1.2784774
894,0.5912253
895,0.14136112
896,1.139441
897,1.1344173
898,1.7977364
899,1.9946729
900,3.0101125
901,1.3375638
902,3.0779932
903,2.3608139
904,1.8452626
905,2.4343314
906,0.21496657
907,0.25213057
908,0.6126459
909,1.693922
910,1.1908829
911,0.91967463
912,1.26652
913,0.81458294
914,1.4999547
915,0.7078612
916,1.6432989
917,0.7571651
918,0.8831134
919,0.59859526
920,0.013647497
921,0.48323146
922,0.55643606
923,3.5327213
924,2.3986158
925,4.097783
926,3.4458323
927,4.5265265
928,3.2382312
929,5.884322
930,3.7043042
931,6.4647765
932,3.3805523
933,1.9125594
934,2.272438
935,4.822237
936,1.3710451
937,3.5980475
938,4.715903
939,2.785305
940,3.5444193
941,23.284313
942,21.022179
943,7.246081
944,5.1513057
945,5.744329
946,6.4416323
947,7.516897
948,5.9870496
949,13.290909
950,1.5750667
951,0.6779115
952,1.0267072
953,2.3150077
954,1.1476829
955,2.5061398
956,2.9856207
957,4.0372133
958,4.766394
959,5.4291534
960,6.319903
961,3.8783302
962,14.815651
963,8.750282
964,4.96666
965,7.9570622
966,5.8444185
967,7.8366456
968,16.382883
969,8.349657
970,8.294498
971,4.864569
972,4.082552
973,6.751019
974,6.314172
975,17.047054
976,8.879582
977,8.272551
978,14.581369
979,10.93341
980,11.593797
981,6.5760703
982,1.6997255
983,2.0255554
984,4.778956
985,7.0285263
986,6.9767838
987,3.8590076
988,2.8346877
989,2.0028484
990,0.5668851
991,1.4342012
992,2.0795553
993,3.2711387
994,4.3083897
995,4.8491898
996,4.566945
997,10.839631
998,13.370435
999,1.8268626
1000,0.8971548
1001,0.7105652
1002,3.2062104
1003,6.77799
1004,2.5408487
1005,2.2678103
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.08496991
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.4401703
1019,0.595687
1020,0.22837847
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.19106479
1031,0.3723148
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,1.1819438
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,1.3489306
1044,7.9957237
1045,20.315857
1046,22.280556
1047,2.4516675
1048,0.23132731
1049,0.62146294
1050,0.12620828
1051,0.0
1052,0.0
1053,2.4343047
1054,6.774286
1055,0.38274398
1056,4.262934
1057,9.497703
1058,1.9244174
1059,0.50382787
1060,0.0
1061,0.1234217
1062,0.0
1063,0.9709166
1064,0.12575504
1065,0.3436921
1066,1.5167997
1067,0.0
1068,0.0
1069,0.03099981
1070,0.0
1071,0.0
1072,0.8019585
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.5329986
1084,0.0
1085,0.048880786
1086,0.0
1087,0.0
1088,0.0
1089,0.27677342
1090,1.803552
1091,1.2634189
1092,3.933719
1093,2.793209
1094,3.81987
1095,6.0059795
1096,3.323549
1097,0.28166294
1098,7.741104
1099,3.0993192
1100,2.5860813
1101,1.4897559
1102,1.8426784
1103,2.71569
1104,7.538788
1105,20.123226
1106,8.960062
1107,3.0357826
1108,6.9346466
1109,10.058836
1110,18.685867
1111,4.0701485
1112,2.6316354
1113,1.7385979
1114,25.101711
1115,13.888944
1116,2.0943124
1117,1.8323824
1118,6.016351
1119,2.797445
1120,7.695181
1121,5.0847154
1122,24.353931
1123,4.869317
1124,11.211866
1125,14.845515
1126,1.2640443
1127,3.3929446
1128,1.7617188
1129,2.7138283
1130,4.3115635
1131,1.888469
1132,0.0
1133,0.0
1134,0.8487302
1135,2.4720373
1136,1.1875114
1137,1.9576267
1138,2.380012
1139,5.8240776
1140,1.6992733
1141,0.45170796
1142,3.303299
1143,5.8197002
1144,5.3544426
1145,1.9550661
1146,2.1224415
1147,0.0
1148,0.6025398
1149,1.1586542
1150,1.9514852
1151,1.4656749
1152,2.6056514
1153,1.8179269
1154,1.1919763
1155,1.6048578
1156,3.1281898
1157,9.079321
1158,8.4034605
1159,5.0195065
1160,2.3758593
1161,0.5949127
1162,1.1101793
1163,1.6181506
1164,2.4285111
1165,8.57465
1166,1.2985768
1167,0.19024432
1168,1.1917293
1169,1.7618154
1170,2.8130157
1171,9.869624
1172,8.570561
1173,7.33001
1174,2.6494133
1175,2.4648128
1176,0.61461926
1177,0.48534495
1178,1.1715957
1179,0.91206264
1180,3.9731584
1181,2.2222223
1182,1.875062
1183,2.444855
1184,0.49006534
1185,0.42911512
1186,0.30428505
1187,0.0176467
1188,1.1073024
1189,3.5519857
1190,4.1884456
1191,2.8487537
1192,2.0849273
1193,3.7608004
1194,5.1143684
1195,4.7447457
1196,3.4028234
1197,6.0466037
1198,25.174274
1199,4.4331217
1200,3.7747552
1201,1.6991061
1202,2.6397805
1203,2.2973385
1204,0.30094218
1205,14.731745
1206,3.6100605
1207,5.97516
1208,1.1115854
1209,1.1872451
1210,2.7642112
1211,1.4012079
1212,1.2837244
1213,2.3557506
1214,2.3696575
1215,2.5215108
1216,1.8645145
1217,1.7986488
1218,2.727831
1219,1.2905152
1220,5.5049214
1221,3.6046326
1222,5.484545
1223,0.44153026
1224,1.9760816
1225,0.69224584
1226,1.3071039
1227,1.8343328
1228,0.47054315
1229,1.2653505
1230,3.048145
1231,2.187685
1232,12.3143635
1233,2.9590867
1234,0.33086178
1235,0.36274198
1236,0.4936223
1237,0.0
1238,0.8512455
1239,0.5980975
1240,1.7736515
1241,2.2699997
1242,1.65532
1243,2.3456826
1244,3.6177535
1245,0.1420905
1246,0.0
1247,0.036659777
1248,2.8298054
1249,0.40470403
1250,0.0
1251,0.0
1252,0.081267
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.6505865
1259,0.0
1260,3.2458036
1261,20.895557
1262,20.155258
1263,6.8168206
1264,1.986472
1265,0.0
1266,0.38346642
1267,0.0
1268,0.0
1269,0.0
1270,0.76457757
1271,0.0
1272,1.1583405
1273,2.063528
1274,0.0
1275,0.0
1276,0.0
1277,2.1422298
1278,0.4639737
1279,0.0
1280,1.1300452
1281,4.040367
1282,0.34470472
1283,0.0
1284,1.5969354
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,1.160737
1290,0.16321358
1291,0.12901387
1292,0.0
1293,0.9715924
1294,0.0
1295,0.0
1296,0.0
1297,0.50424904
1298,4.7131686
1299,6.908617
1300,1.9420449
1301,0.0
1302,0.0
1303,0.0
1304,5.063306
1305,0.0
1306,0.0
1307,0.0
1308,1.3346337
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,1.2011405
1316,0.0
1317,0.9699424
1318,0.0
1319,1.1921427
1320,0.7801715
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.106010735
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0782882
1343,0.0
1344,1.6984798
1345,0.0
1346,0.062288612
1347,0.3342622
1348,0.52258474
1349,0.35064977
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.37734514
1355,0.0
1356,0.21576431
1357,0.0
1358,0.0
1359,0.0
1360,0.24211508
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.755444
1372,0.20125124
1373,0.4729989
1374,5.584341
1375,0.11503559
1376,0.66106284
1377,3.460794
1378,0.0
1379,0.0
1380,0.0
1381,0.65210676
1382,1.4404726
1383,0.535316
1384,0.1055361
1385,0.0
1386,0.0
1387,0.19647732
1388,0.0
1389,0.0
1390,0.0
1391,0.35274217
1392,0.51766515
1393,0.6656953
1394,0.0
1395,1.2589959
1396,0.1415807
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.1696611
1402,1.5419762
1403,1.0056096
1404,5.9704685
1405,0.40038908
1406,0.38661543
1407,0.133412
1408,0.6730604
1409,1.0460279
1410,1.5422473
1411,0.31574237
1412,0.0
1413,0.0
1414,0.0
1415,0.19977708
1416,0.8197118
1417,0.0
1418,0.17024043
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.61821234
1424,0.0
1425,3.239472
1426,1.9220719
1427,3.1570723
1428,3.4378128
1429,9.033941
1430,3.4283154
1431,12.500275
1432,4.5472336
1433,2.4243522
1434,2.42778
1435,1.834673
1436,0.6687867
1437,2.2261934
1438,0.77081233
1439,1.1758012
1440,1.152135
1441,1.9680064
1442,5.755014
1443,38.539734
1444,33.782078
1445,6.0119305
1446,0.33881363
1447,1.1483535
1448,0.7302164
1449,3.3991468
1450,6.3131833
1451,8.013891
1452,9.595115
1453,1.1949029
1454,0.10531229
1455,0.8646272
1456,1.8456111
1457,0.38603225
1458,0.59130776
1459,0.2151688
1460,1.0990008
1461,1.0851207
1462,0.7773143
1463,4.731348
1464,5.9888444
1465,10.936948
1466,5.7230835
1467,3.9875817
1468,1.9883796
1469,3.191669
1470,2.4543371
1471,4.0721636
1472,15.001306
1473,4.6062765
1474,7.0472927
1475,1.9271713
1476,1.0357845
1477,1.4298909
1478,1.6847025
1479,2.2717607
1480,12.876307
1481,5.9868774
1482,4.2316017
1483,6.3372617
1484,9.039629
1485,23.699722
1486,1.3227516
1487,0.027540535
1488,0.36019787
1489,5.2218
1490,3.8726728
1491,4.926693
1492,1.444371
1493,0.8653757
1494,0.41642478
1495,0.09927228
1496,0.028679341
1497,0.685228
1498,0.7783213
1499,0.89083254
1500,1.9402387
1501,8.322516
1502,9.676864
1503,0.5684021
1504,0.0
1505,0.0
1506,0.6584652
1507,6.4555116
1508,0.94105035
1509,0.97081566
1510,1.4729785
1511,0.3190392
1512,0.88026667
1513,1.2443068
1514,6.650176
1515,10.539838
1516,0.07771742
1517,0.017725885
1518,4.889119
1519,0.518002
1520,0.21842358
1521,0.6472267
1522,0.26076612
1523,2.5485282
1524,7.6624756
1525,2.894746
1526,3.9344544
1527,1.1957468
1528,1.4815567
1529,0.0
1530,0.03680402
1531,0.26662424
1532,0.63628066
1533,2.5937004
1534,2.123197
1535,1.471915
1536,0.2002285
1537,1.2105777
1538,0.18066728
1539,0.3940726
1540,2.237636
1541,3.3897028
1542,2.8334453
1543,2.6574306
1544,0.7918035
1545,0.7297544
1546,1.9478682
1547,10.675748
1548,7.188041
1549,27.227955
1550,5.6284423
1551,0.57479036
1552,0.11111444
1553,0.5499485
1554,3.2263453
1555,1.3237134
1556,3.567099
1557,1.2928605
1558,1.186608
1559,0.6500317
1560,1.1170521
1561,4.038312
1562,5.2578816
1563,4.2335806
1564,2.4243875
1565,2.7182212
1566,3.4323106
1567,1.3279794
1568,1.8953896
1569,2.5881956
1570,1.6759785
1571,2.6096199
1572,2.208547
1573,3.5930934
1574,0.45328602
1575,0.70891976
1576,1.796566
1577,0.856909
1578,1.3603395
1579,0.96052825
1580,2.096664
1581,2.0268888
1582,3.9681523
1583,14.980477
1584,11.408225
1585,6.454696
1586,4.9309344
1587,3.8394372
1588,1.3073726
1589,1.716382
1590,1.9466145
1591,3.4268618
1592,15.064132
1593,13.431685
1594,2.9993901
1595,5.2362623
1596,11.756438
1597,34.7371
1598,6.16011
1599,9.4844885
1600,4.4643135
1601,10.590152
1602,8.177565
1603,14.840954
1604,3.036328
1605,11.969227
1606,4.430478
1607,6.53026
1608,7.247685
1609,19.601124
1610,7.666779
1611,7.7069964
1612,22.149834
1613,17.1027
1614,3.2503626
1615,4.078135
1616,4.750304
1617,8.651116
1618,2.682253
1619,2.9629357
1620,7.470236
1621,4.999087
1622,11.624823
1623,5.1703687
1624,6.9492354
1625,3.4010227
1626,0.98952514
1627,2.2222097
1628,10.397152
1629,9.144769
1630,8.0286
1631,26.642563
1632,3.9088585
1633,6.6825056
1634,8.111769
1635,7.3775277
1636,2.486174
1637,2.5973294
1638,3.7579336
1639,5.384735
1640,12.412453
1641,8.374279
1642,13.367653
1643,5.7425184
1644,7.985908
1645,31.488026
1646,10.010885
1647,9.054725
1648,5.266298
1649,5.418346
1650,8.657475
1651,5.8847013
1652,6.741872
1653,9.948892
1654,12.880934
1655,3.5234609
1656,1.8482794
1657,1.0273025
1658,1.8923568
1659,1.594262
1660,7.06764
1661,3.3232114
1662,3.5290828
1663,4.1016183
1664,11.736015
1665,8.046022
1666,9.86398
1667,13.1405945
1668,17.24915
1669,10.456591
1670,5.4754424
1671,6.168808
1672,19.313309
1673,8.592599
1674,12.255277
1675,4.6112123
1676,11.651281
1677,4.4788127
1678,1.3917974
1679,2.791827
1680,6.4829173
1681,5.0769687
1682,2.418759
1683,3.294131
1684,3.7682052
1685,7.794475
1686,5.981942
1687,15.300536
1688,8.842491
1689,7.8528733
1690,16.107544
1691,11.051596
1692,11.393597
1693,12.700804
1694,3.6594567
1695,3.6683714
1696,2.3122928
1697,6.1264353
1698,6.7325063
1699,8.91824
1700,4.2196536
1701,7.1870246
1702,12.790867
1703,13.043271
1704,8.274454
1705,5.6006603
1706,3.1480153
1707,1.7896563
1708,6.559694
1709,2.9467595
1710,5.3648653
1711,3.757248
1712,3.4247625
1713,4.9233565
1714,5.100986
1715,2.362836
1716,5.1621437
1717,8.704294
1718,5.7556233
1719,9.507163
1720,6.5574746
1721,9.131866
1722,14.555818
1723,8.668509
1724,17.678013
1725,8.9103155
1726,6.644272
1727,8.717947
1728,19.299301
1729,6.574612
1730,5.2030816
1731,7.701505
1732,2.7665768
1733,1.9565349
1734,1.7843888
1735,3.6478143
1736,3.1003067
1737,2.7538958
1738,4.3133054
1739,9.888073
1740,5.516687
1741,4.214353
1742,2.2117176
1743,2.4585497
1744,1.5721378
1745,3.9542084
1746,6.760272
1747,8.936767
1748,7.914214
1749,6.794095
1750,5.2805395
1751,1.7924846
1752,4.6035786
1753,5.0673847
1754,9.615967
1755,11.629025
1756,8.394693
1757,1.5563446
1758,2.332471
1759,2.6517515
1760,3.1368957
1761,3.155688
1762,3.91401
1763,8.268139
1764,27.14267
1765,5.959387
1766,2.37759
1767,2.1643724
1768,2.7461884
1769,10.740242
1770,12.404799
1771,7.1351695
1772,4.833591
1773,19.783184
1774,13.20056
1775,12.975363
1776,0.39487097
1777,3.6958096
1778,1.860664
1779,1.8140506
1780,2.6344419
1781,3.8307216
1782,7.2760773
1783,7.498598
1784,8.170324
1785,9.780042
